PaymentDate,VendorName,PaymentAmount,Fund,FundDescription,Center,CenterName,Account,AccountName,FiscalYear,AccountingPeriod
3/30/2018 0:00,CHLIC/CIGNA HEALTHCARE                       ,20862.38,715,BENEFITS SELF INSURANCE,27437,CIGNA OAP IN-NETWORK               ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,CHLIC/CIGNA HEALTHCARE                       ,4564.56,715,BENEFITS SELF INSURANCE,27438,CIGNA OAP                          ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,CHLIC/CIGNA HEALTHCARE                       ,3452.68,715,BENEFITS SELF INSURANCE,27439,CIGNA OAP HSA                      ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,CHLIC/CIGNA HEALTHCARE                       ,4390.08,715,BENEFITS SELF INSURANCE,27453,CIGNA PPO DENTAL                   ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,CHLIC/CIGNA HEALTHCARE                       ,1711.71,715,BENEFITS SELF INSURANCE,27454,CIGNA LOC PLUS IN-NETWRK           ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,CHLIC/CIGNA HEALTHCARE                       ,190.19,717,BENEFITS SELF INS DIS PSPRS RETIREE,27450,CIGNA OAP IN-NETWORK PSPRS RETIREES,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,CHLIC/CIGNA HEALTHCARE                       ,87.78,717,BENEFITS SELF INS DIS PSPRS RETIREE,27451,CIGNA OAP PSPRS RETIREES           ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,CHLIC/CIGNA HEALTHCARE                       ,43.89,717,BENEFITS SELF INS DIS PSPRS RETIREE,27452,CIGNA OAP + HSA PSPRS RETIREES     ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,CHRIS BARNHART                               ,855,100,GENERAL,25405,SCOTTSDALE RANCH PK SPORTS COMPLEX ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,CIGNA BEHAVIORAL HEALTH                      ,4433.55,715,BENEFITS SELF INSURANCE,27437,CIGNA OAP IN-NETWORK               ,52413,BEHAVIORAL HEALTH INSURANCE CLAIMS ,2018,9
3/30/2018 0:00,CIGNA BEHAVIORAL HEALTH                      ,732.45,715,BENEFITS SELF INSURANCE,27438,CIGNA OAP                          ,52413,BEHAVIORAL HEALTH INSURANCE CLAIMS ,2018,9
3/30/2018 0:00,CIGNA BEHAVIORAL HEALTH                      ,554.1,715,BENEFITS SELF INSURANCE,27439,CIGNA OAP HSA                      ,52413,BEHAVIORAL HEALTH INSURANCE CLAIMS ,2018,9
3/30/2018 0:00,CIGNA BEHAVIORAL HEALTH                      ,274.95,715,BENEFITS SELF INSURANCE,27454,CIGNA LOC PLUS IN-NETWRK           ,52413,BEHAVIORAL HEALTH INSURANCE CLAIMS ,2018,9
3/30/2018 0:00,CIGNA BEHAVIORAL HEALTH                      ,27.3,717,BENEFITS SELF INS DIS PSPRS RETIREE,27450,CIGNA OAP IN-NETWORK PSPRS RETIREES,52413,BEHAVIORAL HEALTH INSURANCE CLAIMS ,2018,9
3/30/2018 0:00,CIGNA BEHAVIORAL HEALTH                      ,12.6,717,BENEFITS SELF INS DIS PSPRS RETIREE,27451,CIGNA OAP PSPRS RETIREES           ,52413,BEHAVIORAL HEALTH INSURANCE CLAIMS ,2018,9
3/30/2018 0:00,CIGNA BEHAVIORAL HEALTH                      ,6.3,717,BENEFITS SELF INS DIS PSPRS RETIREE,27452,CIGNA OAP + HSA PSPRS RETIREES     ,52413,BEHAVIORAL HEALTH INSURANCE CLAIMS ,2018,9
3/30/2018 0:00,CIGNA HEALTHCARE                             ,1926727.58,715,BENEFITS SELF INSURANCE,27437,CIGNA OAP IN-NETWORK               ,52411,MEDICAL CLAIMS                     ,2018,9
3/30/2018 0:00,CIGNA HEALTHCARE                             ,342702.76,715,BENEFITS SELF INSURANCE,27438,CIGNA OAP                          ,52411,MEDICAL CLAIMS                     ,2018,9
3/30/2018 0:00,CIGNA HEALTHCARE                             ,135625.53,715,BENEFITS SELF INSURANCE,27439,CIGNA OAP HSA                      ,52411,MEDICAL CLAIMS                     ,2018,9
3/30/2018 0:00,CIGNA HEALTHCARE                             ,113297.23,715,BENEFITS SELF INSURANCE,27453,CIGNA PPO DENTAL                   ,52410,DENTAL CLAIMS                      ,2018,9
3/30/2018 0:00,CIGNA HEALTHCARE                             ,90060.1,715,BENEFITS SELF INSURANCE,27454,CIGNA LOC PLUS IN-NETWRK           ,52411,MEDICAL CLAIMS                     ,2018,9
3/30/2018 0:00,CIGNA HEALTHCARE                             ,4634.37,717,BENEFITS SELF INS DIS PSPRS RETIREE,27450,CIGNA OAP IN-NETWORK PSPRS RETIREES,52411,MEDICAL CLAIMS                     ,2018,9
3/30/2018 0:00,CIGNA HEALTHCARE                             ,7639.91,717,BENEFITS SELF INS DIS PSPRS RETIREE,27451,CIGNA OAP PSPRS RETIREES           ,52411,MEDICAL CLAIMS                     ,2018,9
3/30/2018 0:00,CIGNA HEALTHCARE                             ,874.13,717,BENEFITS SELF INS DIS PSPRS RETIREE,27452,CIGNA OAP + HSA PSPRS RETIREES     ,52411,MEDICAL CLAIMS                     ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,63.57,100,GENERAL,20903,ELECTRICAL  MAINTENANCE            ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,126.94,100,GENERAL,20904,BUILDING MAINTENANCE AND REPAIR    ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,61.92,100,GENERAL,20905,HVAC MAINTENANCE                   ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,113.64,100,GENERAL,20906,PLUMBING MAINTENANCE               ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,83.37,100,GENERAL,20907,CONSTRUCTION SERVICES              ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,17.27,600,WATER,29221,CAP TREATMENT PLANT                ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,1464.92,600,WATER,29500,WATER ADMINISTRATION               ,52380,UNIFORM CLEANING                   ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,38.79,601,GROUNDWATER TREATMENT FACILITY,29600,CGTF REIMBURSABLE                  ,52380,UNIFORM CLEANING                   ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,162.45,603,WATER RECLAMATION,29303,WATER RECLAMATION SERVICES ADMIN   ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,279.18,603,WATER RECLAMATION,29505,WATER RECLAMATION ADMIN            ,52380,UNIFORM CLEANING                   ,2018,9
3/30/2018 0:00,CINTAS CORPORATION                           ,881.76,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52380,UNIFORM CLEANING                   ,2018,9
3/30/2018 0:00,CINTAS FIRST AID AND SAFETY                  ,379.92,600,WATER,29500,WATER ADMINISTRATION               ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,CINTAS FIRST AID AND SAFETY                  ,164.24,603,WATER RECLAMATION,29505,WATER RECLAMATION ADMIN            ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,CITY OF PHOENIX                              ,9446.5,100,GENERAL,22000,OFFICE OF THE FIRE CHIEF           ,52860,FIRE SERVICE CONTRACTS             ,2018,9
3/30/2018 0:00,CITY OF PHOENIX                              ,996.33,605,CIP WATER RECLAMATION,VB60A,SROG SRO/SAI INTERCEPTOR ODOR CNTRL,56103,CONT - SROG                        ,2018,9
3/30/2018 0:00,CITY OF PHOENIX                              ,288110.83,605,CIP WATER RECLAMATION,VE02A,SROG WW TREATMENT PLANT IMP        ,56103,CONT - SROG                        ,2018,9
3/30/2018 0:00,CITY OF PHOENIX                              ,24536.67,631,2018 MPC BONDS-WATER RECLAMATION,VB50B,SROG SEWAGE TRANSMISSION LINE      ,56103,CONT - SROG                        ,2018,9
3/30/2018 0:00,COCHISE SERVICES LLC                         ,218,700,FLEET MANAGEMENT,20711,FUEL                               ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,143.27,100,GENERAL,22607,RESOURCE MANAGEMENT                ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,9
3/30/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,79,100,GENERAL,25400,PARKS & RECREATION PLANNING & ADMIN,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,9
3/30/2018 0:00,COX COMMUNICATIONS PHOENIX                   ,69,100,GENERAL,25427,HORIZON PARK & COMMUNITY CENTER    ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,9
3/30/2018 0:00,CUMMINS ROCKY MOUNTAIN LLC                   ,2814.31,603,WATER RECLAMATION,29321,SEWER SYSTEM                       ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,CUMMINS ROCKY MOUNTAIN LLC                   ,2401.8,603,WATER RECLAMATION,29321,SEWER SYSTEM                       ,53794,MAT TO MAINT AND REPAIR MECH SYS   ,2018,9
3/30/2018 0:00,CUMMINS ROCKY MOUNTAIN LLC                   ,11293.42,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,DANSON CONSTRUCTION                          ,301271.45,446,2015 GO BONDS Q5-PUBLIC SAFETY-FIRE,BC02A,FIRE STATION 613 CONSTRUCTION      ,56082,CONT - BUILDINGS                   ,2018,9
3/30/2018 0:00,DATAWORKS PLUS LLC                           ,7000,100,GENERAL,22610,TECHNOLOGY SERVICES                ,52350,SOFTWARE MAINT & LICENSING         ,2018,9
3/30/2018 0:00,DAVE SAUNDERS TRANSPORT                      ,34078.2,100,GENERAL,21500,WESTWORLD                          ,52890,OTHER CONTRACTUAL SERVICES         ,2018,9
3/30/2018 0:00,DAVE SCOTT & ASSOCIATES INC                  ,468.57,100,GENERAL,22425,CRIME LABORATORY                   ,53090,OTHER OPERATING SUPPLIES           ,2018,9
3/30/2018 0:00,DAVE SCOTT & ASSOCIATES INC                  ,468.57,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,53025,FURNITURE & MINOR EQUIPMENT        ,2018,9
3/30/2018 0:00,DAVID GORDON                                 ,2424,458,PRESERVE TAX '04-LAND & IMPRVMTS,PB50A,NORTH AREA TRAIL CONSTRUCTION      ,56046,DSGN - OTHER SERVICES              ,2018,9
3/30/2018 0:00,DAVIS SALVAGE COMPANY LP                     ,267.26,100,GENERAL,20907,CONSTRUCTION SERVICES              ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,9
3/30/2018 0:00,DESERT FINANCIAL CREDIT UNION                ,24.18,100,GENERAL,22430,PROPERTY CRIMES                    ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,DH PACE COMPANY INC                          ,3269.37,100,GENERAL,2090A,FACILITIES MGMT REPAIR & MAINT     ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,9
3/30/2018 0:00,DIBBLE ENGINEERING                           ,3960,605,CIP WATER RECLAMATION,VB62B,WASTEWATER COLLECTION SYSTEM IMPROV,56059,DSGN - WWATER - COLLECTION SYSTEM  ,2018,9
3/30/2018 0:00,EARNHARDT CHRYSLER JEEP DODGE                ,1483.74,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,EAST VALLEY SPORTS OFFICIALS                 ,540,100,GENERAL,25455,ADULT SPORTS PROGRAMS              ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,ECMS INC                                     ,1335.24,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,52380,UNIFORM CLEANING                   ,2018,9
3/30/2018 0:00,ELISA BRANCATI                               ,240,715,BENEFITS SELF INSURANCE,27436,LIVE LIFE WELL PROGRAM             ,52421,ADMINISTRATIVE FEES                ,2018,9
3/30/2018 0:00,EMISSION COMPLIANT CONTROLS CORP             ,6812.8,600,WATER,29275,BOOSTER STATIONS                   ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,ENVIRONMENTAL DRAIN & ODOR CONTROL SERVICES  ,725,100,GENERAL,20906,PLUMBING MAINTENANCE               ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,9
3/30/2018 0:00,ENVIRONMENTAL OPERATING SOLUTIONS INC        ,9428.2,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,9
3/30/2018 0:00,ESCRIBERS LLC                                ,244.25,100,GENERAL,25400,PARKS & RECREATION PLANNING & ADMIN,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,EWING IRRIGATION PRODUCTS                    ,517.43,100,GENERAL,25411,IRRIGATION REPAIR                  ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,9
3/30/2018 0:00,EWING IRRIGATION PRODUCTS                    ,1333.21,100,GENERAL,25412,MEDIANS & RIGHT-OF-WAY MAINTENANCE ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,9
3/30/2018 0:00,EWING IRRIGATION PRODUCTS                    ,94.93,100,GENERAL,25419,MAINTENANCE-VISTA DEL CAMINO       ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,9
3/30/2018 0:00,EWING IRRIGATION PRODUCTS                    ,942.92,100,GENERAL,25437,MAINTENANCE - NORTH AREA PARKS     ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,9
3/30/2018 0:00,FERGUSON ENTERPRISES INC #1001               ,2656.97,100,GENERAL,20906,PLUMBING MAINTENANCE               ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,9
3/30/2018 0:00,FIRE SECURITY ELECTRONICS & COMMUNICATIONS IN,2880,100,GENERAL,22608,MUNICIPAL SECURITY                 ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,FIRE SECURITY ELECTRONICS & COMMUNICATIONS IN,960,600,WATER,29500,WATER ADMINISTRATION               ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,FIRETROL PROTECTION SYSTEMS INC              ,1989.01,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,FISHER PRICE INC                             ,1149,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,53100,INVENTORY PURCHASED FOR RESALE     ,2018,9
3/30/2018 0:00,FUCELLO ARCHITECTS LLC                       ,3260,446,2015 GO BONDS Q5-PUBLIC SAFETY-FIRE,BC05A,FIRE STATION 605 RENOVATION        ,56049,DSGN - ARCHITECTURAL SERVICES      ,2018,9
3/30/2018 0:00,GENUINE PARTS COMPANY                        ,53.89,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53780,OTHER MAINTENANCE & REPAIR SUPPLY  ,2018,9
3/30/2018 0:00,GHD INC                                      ,44387,602,CIP WATER,WB76B,BOOSTER STATION UPGRADES           ,56052,DSGN - WATER - BOOSTER STATION     ,2018,9
3/30/2018 0:00,GOODMANS                                     ,348.17,600,WATER,29110,ENGINEERING/ADMIN - WATER          ,53025,FURNITURE & MINOR EQUIPMENT        ,2018,9
3/30/2018 0:00,GRAINGER                                     ,246.61,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,53021,FIRE STATION SUPPLIES AND EQUIPMENT,2018,9
3/30/2018 0:00,GRAINGER                                     ,39.02,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53720,SMALL TOOLS & EQUIPMENT            ,2018,9
3/30/2018 0:00,GRAINGER                                     ,17.27,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53780,OTHER MAINTENANCE & REPAIR SUPPLY  ,2018,9
3/30/2018 0:00,GREATER PHOENIX CHAPTER OF IFMA              ,2000,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52245,TRAINING/BUSINESS CONFERENCE       ,2018,9
3/30/2018 0:00,GREATER PHOENIX CHAPTER OF IFMA              ,1000,100,GENERAL,20904,BUILDING MAINTENANCE AND REPAIR    ,52245,TRAINING/BUSINESS CONFERENCE       ,2018,9
3/30/2018 0:00,GREATER PHOENIX CHAPTER OF IFMA              ,550,100,GENERAL,20907,CONSTRUCTION SERVICES              ,52245,TRAINING/BUSINESS CONFERENCE       ,2018,9
3/30/2018 0:00,HACH COMPANY                                 ,226.76,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,53042,TREATMENT LAB SUPPLIES             ,2018,9
3/30/2018 0:00,HAPI                                         ,9255,285,TOURISM DEVELOPMENT,21743,TOURISM DEVELOPMENT CARRY-OVER     ,52185,ADVERTISING                        ,2018,9
3/30/2018 0:00,HAPI                                         ,23665.11,285,TOURISM DEVELOPMENT,2174A,STRATEGIC PLANNING -YEAR 4         ,52890,OTHER CONTRACTUAL SERVICES         ,2018,9
3/30/2018 0:00,HARDY DIAGNOSTICS                            ,52.46,600,WATER,29460,WATER LABORATORY                   ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,9
3/30/2018 0:00,HAYS COMPANIES                               ,4333.33,715,BENEFITS SELF INSURANCE,27430,BENEFITS MANAGEMENT-SELF INSURANCE ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,HILL BROTHERS CHEMICAL CO                    ,1016.5,100,GENERAL,25410,MAINTENANCE - FOUNTAINS & AQUATICS ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,9
3/30/2018 0:00,HILL BROTHERS CHEMICAL CO                    ,2764.45,600,WATER,29221,CAP TREATMENT PLANT                ,53052,CLEANING CHEMICAL(TAXABLE)         ,2018,9
3/30/2018 0:00,HP INC                                       ,198.63,640,AVIATION,21900,AVIATION                           ,54522,COMPUTER EQUIPMENT                 ,2018,9
3/30/2018 0:00,HUNTER CONTRACTING CO                        ,98197.73,444,2002 GO BONDS,TB50A,MUSTANG TRANSIT PASSENGER FACILITY ,56086,CONT - OTHER                       ,2018,9
3/30/2018 0:00,IDEXX LABORATORIES INC                       ,2334.8,600,WATER,29460,WATER LABORATORY                   ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,9
3/30/2018 0:00,INGRAM LIBRARY SERVICES                      ,27.56,100,GENERAL,25602,LIBRARY OPERATIONS                 ,53600,LIBRARY MATERIALS                  ,2018,9
3/30/2018 0:00,ITERIS INC                                   ,21697.95,410,CIP TRANSPORTATION PRIVILEGE TAX ,YE23A,TRAFFFIC SIGNAL CONSTRUCTION       ,56084,CONT - STREETS                     ,2018,9
3/30/2018 0:00,J&B IMPORTERS INC                            ,232.74,100,GENERAL,22203,BICYCLE PATROL                     ,53090,OTHER OPERATING SUPPLIES           ,2018,9
3/30/2018 0:00,JACKS TIRE & OIL MANAGEMENT COMPANY INC      ,2960,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,9
3/30/2018 0:00,JOHN DEERE COMPANY                           ,24270.95,700,FLEET MANAGEMENT,20720,VEHICLE ACQUISITIONS               ,54530,OTHER MACHINERY & EQUIPMENT        ,2018,9
3/30/2018 0:00,JONATHAN A MINCKS                            ,800,285,TOURISM DEVELOPMENT,21743,TOURISM DEVELOPMENT CARRY-OVER     ,52183,EVENT DEVELOPMENT/RETENTION        ,2018,9
3/30/2018 0:00,KAREN M TUREK                                ,1997.5,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,KATHERINE D DECOCQ                           ,400,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
3/30/2018 0:00,KELLY PAPER                                  ,1574.24,100,GENERAL,27220,GRAPHIC AND PRINTING SOLUTIONS *06/,53060,PHOTOGRAPHIC & DUPLICATING SUPPLIES,2018,9
3/30/2018 0:00,KIMLEY HORN AND ASSOCIATES INC               ,14957.22,410,CIP TRANSPORTATION PRIVILEGE TAX ,TC02A,WESTWORLD TRAIL CONNECTIONS        ,56047,DSGN - ENGINEERING SERVICES        ,2018,9
3/30/2018 0:00,KRIS CANO                                    ,156.93,280,SPECIAL PROGRAMS,22302,STATE FORFEITURES                  ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,9
3/30/2018 0:00,LAMBTECH INC                                 ,1400,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,52190,OTHER PROFESSIONAL SERVICES        ,2018,9
